episode_reward_mean,episode_len_mean,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,info/weights_norm,info/weights_std,info/grad_norm,info/update_ratio,info/episodes_this_iter,info/episodes_so_far,perf/cpu_util_percent,perf/ram_util_percent
5640.4272,nan,3232,False,203177,,63,88ea5_00000,11cec984e8394debaf02fff4337e9eb9,2025-10-10_16-36-42,1760103402,16.60666275024414,1118.2379457950592,248636,DESKTOP-8TJQ7GE,127.0.0.1,1118.2379457950592,203177,63,564.2779,0.09189523,11925.892,0.046016447,32,2016,7.054166666666667,31.391666666666662
5881.615,101.0,3232,False,206409,,64,88ea5_00000,11cec984e8394debaf02fff4337e9eb9,2025-10-10_16-37-01,1760103421,18.597853660583496,1136.8357994556427,248636,DESKTOP-8TJQ7GE,127.0.0.1,1136.8357994556427,206409,64,565.21716,0.09197163,7261.6265,0.035873216,32,2048,6.415384615384616,31.392307692307686
5881.615,nan,3232,False,209641,,65,88ea5_00000,11cec984e8394debaf02fff4337e9eb9,2025-10-10_16-37-18,1760103438,16.93472146987915,1153.7705209255219,248636,DESKTOP-8TJQ7GE,127.0.0.1,1153.7705209255219,209641,65,566.0374,0.09203836,9406.761,0.040795516,32,2080,6.608333333333333,31.379166666666663
6085.1616,101.0,3232,False,212873,,66,88ea5_00000,11cec984e8394debaf02fff4337e9eb9,2025-10-10_16-37-37,1760103457,18.912256479263306,1172.6827774047852,248636,DESKTOP-8TJQ7GE,127.0.0.1,1172.6827774047852,212873,66,567.1063,0.09212521,10106.893,0.042255808,32,2112,6.274074074074073,31.388888888888886
6085.1616,nan,3232,False,216105,,67,88ea5_00000,11cec984e8394debaf02fff4337e9eb9,2025-10-10_16-37-53,1760103473,16.421318292617798,1189.104095697403,248636,DESKTOP-8TJQ7GE,127.0.0.1,1189.104095697403,216105,67,568.0131,0.092198975,9125.156,0.040113255,32,2144,6.756521739130435,31.39999999999999
6085.1616,nan,3232,False,219337,,68,88ea5_00000,11cec984e8394debaf02fff4337e9eb9,2025-10-10_16-38-09,1760103489,15.378024339675903,1204.4821200370789,248636,DESKTOP-8TJQ7GE,127.0.0.1,1204.4821200370789,219337,68,568.983,0.092277564,8933.38,0.039657813,32,2176,5.636363636363636,31.36818181818181
6085.1616,nan,3232,False,222569,,69,88ea5_00000,11cec984e8394debaf02fff4337e9eb9,2025-10-10_16-38-26,1760103506,17.150436639785767,1221.6325566768646,248636,DESKTOP-8TJQ7GE,127.0.0.1,1221.6325566768646,222569,69,570.0132,0.092361055,8965.099,0.039694283,32,2208,6.404166666666666,31.399999999999995
6085.1616,nan,3232,False,225801,,70,88ea5_00000,11cec984e8394debaf02fff4337e9eb9,2025-10-10_16-38-41,1760103521,15.41750693321228,1237.050063610077,248636,DESKTOP-8TJQ7GE,127.0.0.1,1237.050063610077,225801,70,570.89545,0.09243257,9189.885,0.04015249,32,2240,6.277272727272727,31.372727272727264
6085.1616,nan,3232,False,229033,,71,88ea5_00000,11cec984e8394debaf02fff4337e9eb9,2025-10-10_16-38-58,1760103538,16.81094193458557,1253.8610055446625,248636,DESKTOP-8TJQ7GE,127.0.0.1,1253.8610055446625,229033,71,571.96515,0.09251912,8101.182,0.037670024,32,2272,6.383333333333333,31.399999999999995
6085.1616,nan,3232,False,232265,,72,88ea5_00000,11cec984e8394debaf02fff4337e9eb9,2025-10-10_16-39-14,1760103554,15.98274564743042,1269.843751192093,248636,DESKTOP-8TJQ7GE,127.0.0.1,1269.843751192093,232265,72,572.6446,0.09257406,6216.542,0.03296777,32,2304,5.95,31.36818181818181
